#Time  flux(x0) flux(x1) flux(y0) flux(y1)
842.9  -0.00500001 0.00500001 0 0
843  -0.00500001 0.00500001 0 0
843.1  -0.00500001 0.00500001 0 0
843.2  -0.00500001 0.00500001 0 0
843.3  -0.00500001 0.00500001 0 0
843.4  -0.00500001 0.00500001 0 0
843.5  -0.00500001 0.00500001 0 0
843.6  -0.00500001 0.00500001 0 0
843.7  -0.00500001 0.00500001 0 0
843.8  -0.00500001 0.00500001 0 0
843.9  -0.00500001 0.00500001 0 0
844  -0.00500001 0.00500001 0 0
844.1  -0.00500001 0.00500001 0 0
844.2  -0.00500001 0.00500001 0 0
844.3  -0.00500001 0.00500001 0 0
844.4  -0.00500001 0.00500001 0 0
844.5  -0.00500001 0.00500001 0 0
844.6  -0.00500001 0.00500001 0 0
844.7  -0.00500001 0.00500001 0 0
844.8  -0.00500001 0.00500001 0 0
844.9  -0.00500001 0.00500001 0 0
845  -0.00500001 0.00500001 0 0
845.1  -0.00500001 0.00500001 0 0
845.2  -0.00500001 0.00500001 0 0
845.3  -0.00500001 0.00500001 0 0
845.4  -0.00500001 0.00500001 0 0
845.5  -0.00500001 0.00500001 0 0
845.6  -0.00500001 0.00500001 0 0
845.7  -0.00500001 0.00500001 0 0
845.8  -0.00500001 0.00500001 0 0
845.9  -0.00500001 0.00500001 0 0
846  -0.00500001 0.00500001 0 0
846.1  -0.00500001 0.00500001 0 0
846.2  -0.00500001 0.00500001 0 0
846.3  -0.00500001 0.00500001 0 0
846.4  -0.00500001 0.00500001 0 0
846.5  -0.00500001 0.00500001 0 0
846.6  -0.00500001 0.00500001 0 0
846.7  -0.00500001 0.00500001 0 0
846.8  -0.00500001 0.00500001 0 0
846.9  -0.00500001 0.00500001 0 0
847  -0.00500001 0.00500001 0 0
847.1  -0.00500001 0.00500001 0 0
847.2  -0.00500001 0.00500001 0 0
847.3  -0.00500001 0.00500001 0 0
847.4  -0.00500001 0.00500001 0 0
847.5  -0.00500001 0.00500001 0 0
847.6  -0.00500001 0.00500001 0 0
847.7  -0.00500001 0.00500001 0 0
847.8  -0.00500001 0.00500001 0 0
847.9  -0.00500001 0.00500001 0 0
848  -0.00500001 0.00500001 0 0
848.1  -0.00500001 0.00500001 0 0
848.2  -0.00500001 0.00500001 0 0
848.3  -0.00500001 0.00500001 0 0
848.4  -0.00500001 0.00500001 0 0
848.5  -0.00500001 0.00500001 0 0
848.6  -0.00500001 0.00500001 0 0
848.7  -0.00500001 0.00500001 0 0
848.8  -0.00500001 0.00500001 0 0
848.9  -0.00500001 0.00500001 0 0
849  -0.00500001 0.00500001 0 0
849.1  -0.00500001 0.00500001 0 0
849.2  -0.00500001 0.00500001 0 0
849.3  -0.00500001 0.00500001 0 0
849.4  -0.00500001 0.00500001 0 0
849.5  -0.00500001 0.00500001 0 0
849.6  -0.00500001 0.00500001 0 0
849.7  -0.00500001 0.00500001 0 0
849.8  -0.00500001 0.00500001 0 0
849.9  -0.00500001 0.00500001 0 0
850  -0.00500001 0.00500001 0 0
850.1  -0.00500001 0.00500001 0 0
850.2  -0.00500001 0.00500001 0 0
850.3  -0.00500001 0.00500001 0 0
850.4  -0.00500001 0.00500001 0 0
850.5  -0.00500001 0.00500001 0 0
850.6  -0.00500001 0.00500001 0 0
850.7  -0.00500001 0.00500001 0 0
850.8  -0.00500001 0.00500001 0 0
850.9  -0.00500001 0.00500001 0 0
851  -0.00500001 0.00500001 0 0
851.1  -0.00500001 0.00500001 0 0
851.2  -0.00500001 0.00500001 0 0
851.3  -0.00500001 0.00500001 0 0
851.4  -0.00500001 0.00500001 0 0
851.5  -0.00500001 0.00500001 0 0
851.6  -0.00500001 0.00500001 0 0
851.7  -0.00500001 0.00500001 0 0
851.8  -0.00500001 0.00500001 0 0
851.9  -0.00500001 0.00500001 0 0
852  -0.00500001 0.00500001 0 0
852.1  -0.00500001 0.00500001 0 0
852.2  -0.00500001 0.00500001 0 0
852.3  -0.00500001 0.00500001 0 0
852.4  -0.00500001 0.00500001 0 0
852.5  -0.00500001 0.00500001 0 0
852.6  -0.00500001 0.00500001 0 0
852.7  -0.00500001 0.00500001 0 0
852.8  -0.00500001 0.00500001 0 0
852.9  -0.00500001 0.00500001 0 0
853  -0.00500001 0.00500001 0 0
853.1  -0.00500001 0.00500001 0 0
853.2  -0.00500001 0.00500001 0 0
853.3  -0.00500001 0.00500001 0 0
853.4  -0.00500001 0.00500001 0 0
853.5  -0.00500001 0.00500001 0 0
853.6  -0.00500001 0.00500001 0 0
853.7  -0.00500001 0.00500001 0 0
853.8  -0.00500001 0.00500001 0 0
853.9  -0.00500001 0.00500001 0 0
854  -0.00500001 0.00500001 0 0
854.1  -0.00500001 0.00500001 0 0
854.2  -0.00500001 0.00500001 0 0
854.3  -0.00500001 0.00500001 0 0
854.4  -0.00500001 0.00500001 0 0
854.5  -0.00500001 0.00500001 0 0
854.6  -0.00500001 0.00500001 0 0
854.7  -0.00500001 0.00500001 0 0
854.8  -0.00500001 0.00500001 0 0
854.9  -0.00500001 0.00500001 0 0
855  -0.00500001 0.00500001 0 0
855.1  -0.00500001 0.00500001 0 0
855.2  -0.00500001 0.00500001 0 0
855.3  -0.00500001 0.00500001 0 0
855.4  -0.00500001 0.00500001 0 0
855.5  -0.00500001 0.00500001 0 0
855.6  -0.00500001 0.00500001 0 0
855.7  -0.00500001 0.00500001 0 0
855.8  -0.00500001 0.00500001 0 0
855.9  -0.00500001 0.00500001 0 0
856  -0.00500001 0.00500001 0 0
856.1  -0.00500001 0.00500001 0 0
856.2  -0.00500001 0.00500001 0 0
856.3  -0.00500001 0.00500001 0 0
856.4  -0.00500001 0.00500001 0 0
856.5  -0.00500001 0.00500001 0 0
856.6  -0.00500001 0.00500001 0 0
856.7  -0.00500001 0.00500001 0 0
856.8  -0.00500001 0.00500001 0 0
856.9  -0.00500001 0.00500001 0 0
857  -0.00500001 0.00500001 0 0
857.1  -0.00500001 0.00500001 0 0
857.2  -0.00500001 0.00500001 0 0
857.3  -0.00500001 0.00500001 0 0
857.4  -0.00500001 0.00500001 0 0
857.5  -0.00500001 0.00500001 0 0
857.6  -0.00500001 0.00500001 0 0
857.7  -0.00500001 0.00500001 0 0
857.8  -0.00500001 0.00500001 0 0
857.9  -0.00500001 0.00500001 0 0
858  -0.00500001 0.00500001 0 0
858.1  -0.00500001 0.00500001 0 0
858.2  -0.00500001 0.00500001 0 0
858.3  -0.00500001 0.00500001 0 0
858.4  -0.00500001 0.00500001 0 0
858.5  -0.00500001 0.00500001 0 0
858.6  -0.00500001 0.00500001 0 0
858.7  -0.00500001 0.00500001 0 0
858.8  -0.00500001 0.00500001 0 0
858.9  -0.00500001 0.00500001 0 0
859  -0.00500001 0.00500001 0 0
859.1  -0.00500001 0.00500001 0 0
859.2  -0.00500001 0.00500001 0 0
859.3  -0.00500001 0.00500001 0 0
859.4  -0.00500001 0.00500001 0 0
859.5  -0.00500001 0.00500001 0 0
859.6  -0.00500001 0.00500001 0 0
859.7  -0.00500001 0.00500001 0 0
859.8  -0.00500001 0.00500001 0 0
859.9  -0.00500001 0.00500001 0 0
860  -0.00500001 0.00500001 0 0
860.1  -0.00500001 0.00500001 0 0
860.2  -0.00500001 0.00500001 0 0
860.3  -0.00500001 0.00500001 0 0
860.4  -0.00500001 0.00500001 0 0
860.5  -0.00500001 0.00500001 0 0
860.6  -0.00500001 0.00500001 0 0
860.7  -0.00500001 0.00500001 0 0
860.8  -0.00500001 0.00500001 0 0
860.9  -0.00500001 0.00500001 0 0
861  -0.00500001 0.00500001 0 0
861.1  -0.00500001 0.00500001 0 0
861.2  -0.00500001 0.00500001 0 0
861.3  -0.00500001 0.00500001 0 0
861.4  -0.00500001 0.00500001 0 0
861.5  -0.00500001 0.00500001 0 0
861.6  -0.00500001 0.00500001 0 0
861.7  -0.00500001 0.00500001 0 0
861.8  -0.00500001 0.00500001 0 0
861.9  -0.00500001 0.00500001 0 0
862  -0.00500001 0.00500001 0 0
862.1  -0.00500001 0.00500001 0 0
862.2  -0.00500001 0.00500001 0 0
862.3  -0.00500001 0.00500001 0 0
862.4  -0.00500001 0.00500001 0 0
862.5  -0.00500001 0.00500001 0 0
862.6  -0.00500001 0.00500001 0 0
862.7  -0.00500001 0.00500001 0 0
862.8  -0.00500001 0.00500001 0 0
862.9  -0.00500001 0.00500001 0 0
863  -0.00500001 0.00500001 0 0
863.1  -0.00500001 0.00500001 0 0
863.2  -0.00500001 0.00500001 0 0
863.3  -0.00500001 0.00500001 0 0
863.4  -0.00500001 0.00500001 0 0
863.5  -0.00500001 0.00500001 0 0
863.6  -0.00500001 0.00500001 0 0
863.7  -0.00500001 0.00500001 0 0
863.8  -0.00500001 0.00500001 0 0
863.9  -0.00500001 0.00500001 0 0
864  -0.00500001 0.00500001 0 0
864.1  -0.00500001 0.00500001 0 0
864.2  -0.00500001 0.00500001 0 0
864.3  -0.00500001 0.00500001 0 0
864.4  -0.00500001 0.00500001 0 0
864.5  -0.00500001 0.00500001 0 0
864.6  -0.00500001 0.00500001 0 0
864.7  -0.00500001 0.00500001 0 0
864.8  -0.00500001 0.00500001 0 0
864.9  -0.00500001 0.00500001 0 0
865  -0.00500001 0.00500001 0 0
865.1  -0.00500001 0.00500001 0 0
865.2  -0.00500001 0.00500001 0 0
865.3  -0.00500001 0.00500001 0 0
865.4  -0.00500001 0.00500001 0 0
865.5  -0.00500001 0.00500001 0 0
865.6  -0.00500001 0.00500001 0 0
865.7  -0.00500001 0.00500001 0 0
865.8  -0.00500001 0.00500001 0 0
865.9  -0.00500001 0.00500001 0 0
866  -0.00500001 0.00500001 0 0
866.1  -0.00500001 0.00500001 0 0
866.2  -0.00500001 0.00500001 0 0
866.3  -0.00500001 0.00500001 0 0
866.4  -0.00500001 0.00500001 0 0
866.5  -0.00500001 0.00500001 0 0
866.6  -0.00500001 0.00500001 0 0
866.7  -0.00500001 0.00500001 0 0
866.8  -0.00500001 0.00500001 0 0
866.9  -0.00500001 0.00500001 0 0
867  -0.00500001 0.00500001 0 0
867.1  -0.00500001 0.00500001 0 0
867.2  -0.00500001 0.00500001 0 0
867.3  -0.00500001 0.00500001 0 0
867.4  -0.00500001 0.00500001 0 0
867.5  -0.00500001 0.00500001 0 0
867.6  -0.00500001 0.00500001 0 0
867.7  -0.00500001 0.00500001 0 0
867.8  -0.00500001 0.00500001 0 0
867.9  -0.00500001 0.00500001 0 0
868  -0.00500001 0.00500001 0 0
868.1  -0.00500001 0.00500001 0 0
868.2  -0.00500001 0.00500001 0 0
868.3  -0.00500001 0.00500001 0 0
868.4  -0.00500001 0.00500001 0 0
868.5  -0.00500001 0.00500001 0 0
868.6  -0.00500001 0.00500001 0 0
868.7  -0.00500001 0.00500001 0 0
868.8  -0.00500001 0.00500001 0 0
868.9  -0.00500001 0.00500001 0 0
869  -0.00500001 0.00500001 0 0
869.1  -0.00500001 0.00500001 0 0
869.2  -0.00500001 0.00500001 0 0
869.3  -0.00500001 0.00500001 0 0
869.4  -0.00500001 0.00500001 0 0
869.5  -0.00500001 0.00500001 0 0
869.6  -0.00500001 0.00500001 0 0
869.7  -0.00500001 0.00500001 0 0
869.8  -0.00500001 0.00500001 0 0
869.9  -0.00500001 0.00500001 0 0
870  -0.00500001 0.00500001 0 0
870.1  -0.00500001 0.00500001 0 0
870.2  -0.00500001 0.00500001 0 0
870.3  -0.00500001 0.00500001 0 0
870.4  -0.00500001 0.00500001 0 0
870.5  -0.00500001 0.00500001 0 0
870.6  -0.00500001 0.00500001 0 0
870.7  -0.00500001 0.00500001 0 0
870.8  -0.00500001 0.00500001 0 0
870.9  -0.00500001 0.00500001 0 0
871  -0.00500001 0.00500001 0 0
871.1  -0.00500001 0.00500001 0 0
871.2  -0.00500001 0.00500001 0 0
871.3  -0.00500001 0.00500001 0 0
871.4  -0.00500001 0.00500001 0 0
871.5  -0.00500001 0.00500001 0 0
871.6  -0.00500001 0.00500001 0 0
871.7  -0.00500001 0.00500001 0 0
871.8  -0.00500001 0.00500001 0 0
871.9  -0.00500001 0.00500001 0 0
872  -0.00500001 0.00500001 0 0
872.1  -0.00500001 0.00500001 0 0
872.2  -0.00500001 0.00500001 0 0
872.3  -0.00500001 0.00500001 0 0
872.4  -0.00500001 0.00500001 0 0
872.5  -0.00500001 0.00500001 0 0
872.6  -0.00500001 0.00500001 0 0
872.7  -0.00500001 0.00500001 0 0
872.8  -0.00500001 0.00500001 0 0
872.9  -0.00500001 0.00500001 0 0
873  -0.00500001 0.00500001 0 0
873.1  -0.00500001 0.00500001 0 0
873.2  -0.00500001 0.00500001 0 0
873.3  -0.00500001 0.00500001 0 0
873.4  -0.00500001 0.00500001 0 0
873.5  -0.00500001 0.00500001 0 0
873.6  -0.00500001 0.00500001 0 0
873.7  -0.00500001 0.00500001 0 0
873.8  -0.00500001 0.00500001 0 0
873.9  -0.00500001 0.00500001 0 0
874  -0.00500001 0.00500001 0 0
874.1  -0.00500001 0.00500001 0 0
874.2  -0.00500001 0.00500001 0 0
874.3  -0.00500001 0.00500001 0 0
874.4  -0.00500001 0.00500001 0 0
874.5  -0.00500001 0.00500001 0 0
874.6  -0.00500001 0.00500001 0 0
874.7  -0.00500001 0.00500001 0 0
874.8  -0.00500001 0.00500001 0 0
874.9  -0.00500001 0.00500001 0 0
875  -0.00500001 0.00500001 0 0
875.1  -0.00500001 0.00500001 0 0
875.2  -0.00500001 0.00500001 0 0
875.3  -0.00500001 0.00500001 0 0
875.4  -0.00500001 0.00500001 0 0
875.5  -0.00500001 0.00500001 0 0
875.6  -0.00500001 0.00500001 0 0
875.7  -0.00500001 0.00500001 0 0
875.8  -0.00500001 0.00500001 0 0
875.9  -0.00500001 0.00500001 0 0
876  -0.00500001 0.00500001 0 0
876.1  -0.00500001 0.00500001 0 0
876.2  -0.00500001 0.00500001 0 0
876.3  -0.00500001 0.00500001 0 0
876.4  -0.00500001 0.00500001 0 0
876.5  -0.00500001 0.00500001 0 0
876.6  -0.00500001 0.00500001 0 0
876.7  -0.00500001 0.00500001 0 0
876.8  -0.00500001 0.00500001 0 0
876.9  -0.00500001 0.00500001 0 0
877  -0.00500001 0.00500001 0 0
877.1  -0.00500001 0.00500001 0 0
877.2  -0.00500001 0.00500001 0 0
877.3  -0.00500001 0.00500001 0 0
877.4  -0.00500001 0.00500001 0 0
877.5  -0.00500001 0.00500001 0 0
877.6  -0.00500001 0.00500001 0 0
877.7  -0.00500001 0.00500001 0 0
877.8  -0.00500001 0.00500001 0 0
877.9  -0.00500001 0.00500001 0 0
878  -0.00500001 0.00500001 0 0
878.1  -0.00500001 0.00500001 0 0
878.2  -0.00500001 0.00500001 0 0
878.3  -0.00500001 0.00500001 0 0
878.4  -0.00500001 0.00500001 0 0
878.5  -0.00500001 0.00500001 0 0
878.6  -0.00500001 0.00500001 0 0
878.7  -0.00500001 0.00500001 0 0
878.8  -0.00500001 0.00500001 0 0
878.9  -0.00500001 0.00500001 0 0
879  -0.00500001 0.00500001 0 0
879.1  -0.00500001 0.00500001 0 0
879.2  -0.00500001 0.00500001 0 0
879.3  -0.00500001 0.00500001 0 0
879.4  -0.00500001 0.00500001 0 0
879.5  -0.00500001 0.00500001 0 0
879.6  -0.00500001 0.00500001 0 0
879.7  -0.00500001 0.00500001 0 0
879.8  -0.00500001 0.00500001 0 0
879.9  -0.00500001 0.00500001 0 0
880  -0.00500001 0.00500001 0 0
880.1  -0.00500001 0.00500001 0 0
880.2  -0.00500001 0.00500001 0 0
880.3  -0.00500001 0.00500001 0 0
880.4  -0.00500001 0.00500001 0 0
880.5  -0.00500001 0.00500001 0 0
880.6  -0.00500001 0.00500001 0 0
880.7  -0.00500001 0.00500001 0 0
880.8  -0.00500001 0.00500001 0 0
880.9  -0.00500001 0.00500001 0 0
881  -0.00500001 0.00500001 0 0
881.1  -0.00500001 0.00500001 0 0
881.2  -0.00500001 0.00500001 0 0
881.3  -0.00500001 0.00500001 0 0
881.4  -0.00500001 0.00500001 0 0
881.5  -0.00500001 0.00500001 0 0
881.6  -0.00500001 0.00500001 0 0
881.7  -0.00500001 0.00500001 0 0
881.8  -0.00500001 0.00500001 0 0
881.9  -0.00500001 0.00500001 0 0
882  -0.00500001 0.00500001 0 0
882.1  -0.00500001 0.00500001 0 0
882.2  -0.00500001 0.00500001 0 0
882.3  -0.00500001 0.00500001 0 0
882.4  -0.00500001 0.00500001 0 0
882.5  -0.00500001 0.00500001 0 0
882.6  -0.00500001 0.00500001 0 0
882.7  -0.00500001 0.00500001 0 0
882.8  -0.00500001 0.00500001 0 0
882.9  -0.00500001 0.00500001 0 0
883  -0.00500001 0.00500001 0 0
883.1  -0.00500001 0.00500001 0 0
883.2  -0.00500001 0.00500001 0 0
883.3  -0.00500001 0.00500001 0 0
883.4  -0.00500001 0.00500001 0 0
883.5  -0.00500001 0.00500001 0 0
883.6  -0.00500001 0.00500001 0 0
883.7  -0.00500001 0.00500001 0 0
883.8  -0.00500001 0.00500001 0 0
883.9  -0.00500001 0.00500001 0 0
884  -0.00500001 0.00500001 0 0
884.1  -0.00500001 0.00500001 0 0
884.2  -0.00500001 0.00500001 0 0
884.3  -0.00500001 0.00500001 0 0
884.4  -0.00500001 0.00500001 0 0
884.5  -0.00500001 0.00500001 0 0
884.6  -0.00500001 0.00500001 0 0
884.7  -0.00500001 0.00500001 0 0
884.8  -0.00500001 0.00500001 0 0
884.9  -0.00500001 0.00500001 0 0
885  -0.00500001 0.00500001 0 0
885.1  -0.00500001 0.00500001 0 0
885.2  -0.00500001 0.00500001 0 0
885.3  -0.00500001 0.00500001 0 0
885.4  -0.00500001 0.00500001 0 0
885.5  -0.00500001 0.00500001 0 0
885.6  -0.00500001 0.00500001 0 0
885.7  -0.00500001 0.00500001 0 0
885.8  -0.00500001 0.00500001 0 0
885.9  -0.00500001 0.00500001 0 0
886  -0.00500001 0.00500001 0 0
886.1  -0.00500001 0.00500001 0 0
886.2  -0.00500001 0.00500001 0 0
886.3  -0.00500001 0.00500001 0 0
886.4  -0.00500001 0.00500001 0 0
886.5  -0.00500001 0.00500001 0 0
886.6  -0.00500001 0.00500001 0 0
886.7  -0.00500001 0.00500001 0 0
886.8  -0.00500001 0.00500001 0 0
886.9  -0.00500001 0.00500001 0 0
887  -0.00500001 0.00500001 0 0
887.1  -0.00500001 0.00500001 0 0
887.2  -0.00500001 0.00500001 0 0
887.3  -0.00500001 0.00500001 0 0
887.4  -0.00500001 0.00500001 0 0
887.5  -0.00500001 0.00500001 0 0
887.6  -0.00500001 0.00500001 0 0
887.7  -0.00500001 0.00500001 0 0
887.8  -0.00500001 0.00500001 0 0
887.9  -0.00500001 0.00500001 0 0
888  -0.00500001 0.00500001 0 0
888.1  -0.00500001 0.00500001 0 0
888.2  -0.00500001 0.00500001 0 0
888.3  -0.00500001 0.00500001 0 0
888.4  -0.00500001 0.00500001 0 0
888.5  -0.00500001 0.00500001 0 0
888.6  -0.00500001 0.00500001 0 0
888.7  -0.00500001 0.00500001 0 0
888.8  -0.00500001 0.00500001 0 0
888.9  -0.00500001 0.00500001 0 0
889  -0.00500001 0.00500001 0 0
889.1  -0.00500001 0.00500001 0 0
889.2  -0.00500001 0.00500001 0 0
889.3  -0.00500001 0.00500001 0 0
889.4  -0.00500001 0.00500001 0 0
889.5  -0.00500001 0.00500001 0 0
889.6  -0.00500001 0.00500001 0 0
889.7  -0.00500001 0.00500001 0 0
889.8  -0.00500001 0.00500001 0 0
889.9  -0.00500001 0.00500001 0 0
890  -0.00500001 0.00500001 0 0
890.1  -0.00500001 0.00500001 0 0
890.2  -0.00500001 0.00500001 0 0
890.3  -0.00500001 0.00500001 0 0
890.4  -0.00500001 0.00500001 0 0
890.5  -0.00500001 0.00500001 0 0
890.6  -0.00500001 0.00500001 0 0
890.7  -0.00500001 0.00500001 0 0
890.8  -0.00500001 0.00500001 0 0
890.9  -0.00500001 0.00500001 0 0
891  -0.00500001 0.00500001 0 0
891.1  -0.00500001 0.00500001 0 0
891.2  -0.00500001 0.00500001 0 0
891.3  -0.00500001 0.00500001 0 0
891.4  -0.00500001 0.00500001 0 0
891.5  -0.00500001 0.00500001 0 0
891.6  -0.00500001 0.00500001 0 0
891.7  -0.00500001 0.00500001 0 0
891.8  -0.00500001 0.00500001 0 0
891.9  -0.00500001 0.00500001 0 0
892  -0.00500001 0.00500001 0 0
892.1  -0.00500001 0.00500001 0 0
892.2  -0.00500001 0.00500001 0 0
892.3  -0.00500001 0.00500001 0 0
892.4  -0.00500001 0.00500001 0 0
892.5  -0.00500001 0.00500001 0 0
892.6  -0.00500001 0.00500001 0 0
892.7  -0.00500001 0.00500001 0 0
892.8  -0.00500001 0.00500001 0 0
892.9  -0.00500001 0.00500001 0 0
893  -0.00500001 0.00500001 0 0
893.1  -0.00500001 0.00500001 0 0
893.2  -0.00500001 0.00500001 0 0
893.3  -0.00500001 0.00500001 0 0
893.4  -0.00500001 0.00500001 0 0
893.5  -0.00500001 0.00500001 0 0
893.6  -0.00500001 0.00500001 0 0
893.7  -0.00500001 0.00500001 0 0
893.8  -0.00500001 0.00500001 0 0
893.9  -0.00500001 0.00500001 0 0
894  -0.00500001 0.00500001 0 0
894.1  -0.00500001 0.00500001 0 0
894.2  -0.00500001 0.00500001 0 0
894.3  -0.00500001 0.00500001 0 0
894.4  -0.00500001 0.00500001 0 0
894.5  -0.00500001 0.00500001 0 0
894.6  -0.00500001 0.00500001 0 0
894.7  -0.00500001 0.00500001 0 0
894.8  -0.00500001 0.00500001 0 0
894.9  -0.00500001 0.00500001 0 0
895  -0.00500001 0.00500001 0 0
895.1  -0.00500001 0.00500001 0 0
895.2  -0.00500001 0.00500001 0 0
895.3  -0.00500001 0.00500001 0 0
895.4  -0.00500001 0.00500001 0 0
895.5  -0.00500001 0.00500001 0 0
895.6  -0.00500001 0.00500001 0 0
895.7  -0.00500001 0.00500001 0 0
895.8  -0.00500001 0.00500001 0 0
895.9  -0.00500001 0.00500001 0 0
896  -0.00500001 0.00500001 0 0
896.1  -0.00500001 0.00500001 0 0
896.2  -0.00500001 0.00500001 0 0
896.3  -0.00500001 0.00500001 0 0
896.4  -0.00500001 0.00500001 0 0
896.5  -0.00500001 0.00500001 0 0
896.6  -0.00500001 0.00500001 0 0
896.7  -0.00500001 0.00500001 0 0
896.8  -0.00500001 0.00500001 0 0
896.9  -0.00500001 0.00500001 0 0
897  -0.00500001 0.00500001 0 0
897.1  -0.00500001 0.00500001 0 0
897.2  -0.00500001 0.00500001 0 0
897.3  -0.00500001 0.00500001 0 0
897.4  -0.00500001 0.00500001 0 0
897.5  -0.00500001 0.00500001 0 0
897.6  -0.00500001 0.00500001 0 0
897.7  -0.00500001 0.00500001 0 0
897.8  -0.00500001 0.00500001 0 0
897.9  -0.00500001 0.00500001 0 0
898  -0.00500001 0.00500001 0 0
898.1  -0.00500001 0.00500001 0 0
898.2  -0.00500001 0.00500001 0 0
898.3  -0.00500001 0.00500001 0 0
898.4  -0.00500001 0.00500001 0 0
898.5  -0.00500001 0.00500001 0 0
898.6  -0.00500001 0.00500001 0 0
898.7  -0.00500001 0.00500001 0 0
898.8  -0.00500001 0.00500001 0 0
898.9  -0.00500001 0.00500001 0 0
899  -0.00500001 0.00500001 0 0
899.1  -0.00500001 0.00500001 0 0
899.2  -0.00500001 0.00500001 0 0
899.3  -0.00500001 0.00500001 0 0
899.4  -0.00500001 0.00500001 0 0
899.5  -0.00500001 0.00500001 0 0
899.6  -0.00500001 0.00500001 0 0
899.7  -0.00500001 0.00500001 0 0
899.8  -0.00500001 0.00500001 0 0
899.9  -0.00500001 0.00500001 0 0
900  -0.00500001 0.00500001 0 0
900.1  -0.00500001 0.00500001 0 0
900.2  -0.00500001 0.00500001 0 0
900.3  -0.00500001 0.00500001 0 0
900.4  -0.00500001 0.00500001 0 0
900.5  -0.00500001 0.00500001 0 0
900.6  -0.00500001 0.00500001 0 0
900.7  -0.00500001 0.00500001 0 0
900.8  -0.00500001 0.00500001 0 0
900.9  -0.00500001 0.00500001 0 0
901  -0.00500001 0.00500001 0 0
901.1  -0.00500001 0.00500001 0 0
901.2  -0.00500001 0.00500001 0 0
901.3  -0.00500001 0.00500001 0 0
901.4  -0.00500001 0.00500001 0 0
901.5  -0.00500001 0.00500001 0 0
901.6  -0.00500001 0.00500001 0 0
901.7  -0.00500001 0.00500001 0 0
901.8  -0.00500001 0.00500001 0 0
901.9  -0.00500001 0.00500001 0 0
902  -0.00500001 0.00500001 0 0
902.1  -0.00500001 0.00500001 0 0
902.2  -0.00500001 0.00500001 0 0
902.3  -0.00500001 0.00500001 0 0
902.4  -0.00500001 0.00500001 0 0
902.5  -0.00500001 0.00500001 0 0
902.6  -0.00500001 0.00500001 0 0
902.7  -0.00500001 0.00500001 0 0
902.8  -0.00500001 0.00500001 0 0
902.9  -0.00500001 0.00500001 0 0
903  -0.00500001 0.00500001 0 0
903.1  -0.00500001 0.00500001 0 0
903.2  -0.00500001 0.00500001 0 0
903.3  -0.00500001 0.00500001 0 0
903.4  -0.00500001 0.00500001 0 0
903.5  -0.00500001 0.00500001 0 0
903.6  -0.00500001 0.00500001 0 0
903.7  -0.00500001 0.00500001 0 0
903.8  -0.00500001 0.00500001 0 0
903.9  -0.00500001 0.00500001 0 0
904  -0.00500001 0.00500001 0 0
904.1  -0.00500001 0.00500001 0 0
904.2  -0.00500001 0.00500001 0 0
904.3  -0.00500001 0.00500001 0 0
904.4  -0.00500001 0.00500001 0 0
904.5  -0.00500001 0.00500001 0 0
904.6  -0.00500001 0.00500001 0 0
904.7  -0.00500001 0.00500001 0 0
904.8  -0.00500001 0.00500001 0 0
904.9  -0.00500001 0.00500001 0 0
905  -0.00500001 0.00500001 0 0
905.1  -0.00500001 0.00500001 0 0
905.2  -0.00500001 0.00500001 0 0
905.3  -0.00500001 0.00500001 0 0
905.4  -0.00500001 0.00500001 0 0
905.5  -0.00500001 0.00500001 0 0
905.6  -0.00500001 0.00500001 0 0
905.7  -0.00500001 0.00500001 0 0
905.8  -0.00500001 0.00500001 0 0
905.9  -0.00500001 0.00500001 0 0
906  -0.00500001 0.00500001 0 0
906.1  -0.00500001 0.00500001 0 0
906.2  -0.00500001 0.00500001 0 0
906.3  -0.00500001 0.00500001 0 0
906.4  -0.00500001 0.00500001 0 0
906.5  -0.00500001 0.00500001 0 0
906.6  -0.00500001 0.00500001 0 0
906.7  -0.00500001 0.00500001 0 0
906.8  -0.00500001 0.00500001 0 0
906.9  -0.00500001 0.00500001 0 0
907  -0.00500001 0.00500001 0 0
907.1  -0.00500001 0.00500001 0 0
907.2  -0.00500001 0.00500001 0 0
907.3  -0.00500001 0.00500001 0 0
907.4  -0.00500001 0.00500001 0 0
907.5  -0.00500001 0.00500001 0 0
907.6  -0.00500001 0.00500001 0 0
907.7  -0.00500001 0.00500001 0 0
907.8  -0.00500001 0.00500001 0 0
907.9  -0.00500001 0.00500001 0 0
908  -0.00500001 0.00500001 0 0
908.1  -0.00500001 0.00500001 0 0
908.2  -0.00500001 0.00500001 0 0
908.3  -0.00500001 0.00500001 0 0
908.4  -0.00500001 0.00500001 0 0
908.5  -0.00500001 0.00500001 0 0
908.6  -0.00500001 0.00500001 0 0
908.7  -0.00500001 0.00500001 0 0
908.8  -0.00500001 0.00500001 0 0
908.9  -0.00500001 0.00500001 0 0
